# phasetime, flux, flux_err
-2.104219835226806001e-02,1.000494322704556849e+00,4.509434939178896969e-04
-2.101259242114116021e-02,1.001313614843534650e+00,4.512294345107222557e-04
-2.098341303575347247e-02,9.994048417619368907e-01,4.512833598585450036e-04
-2.067997271799427647e-02,9.995939538765367116e-01,4.507740723110002096e-04
-2.065055118873715054e-02,1.000476134267411998e+00,4.512314711973697680e-04
-2.062163769594449816e-02,1.000855817443944362e+00,4.513348455253087432e-04
-2.034742752065332727e-02,9.999507135066271202e-01,4.507681189793236176e-04
-2.031782205518772519e-02,1.000045452947989411e+00,4.509485612235088073e-04
-2.028865431133220626e-02,9.993066215456659629e-01,4.510622112559516551e-04
-1.998520142071824601e-02,1.000236755844377212e+00,4.507950890459514761e-04
-1.995577989146112008e-02,9.997148066671639466e-01,4.510602089932279780e-04
-1.992686732999106314e-02,9.997685871366392973e-01,4.511175114155713066e-04
-1.965265529205473954e-02,9.992802275320076255e-01,4.506372566940598768e-04
-1.962306193378260052e-02,9.997525180735603589e-01,4.508994817079199657e-04
-1.959388441104003772e-02,1.000955259256830931e+00,4.512947904211081019e-04
-1.929044176497441906e-02,9.990359869104771251e-01,4.505658191250301137e-04
-1.926102163270115158e-02,9.991614133566959488e-01,4.509479950548714441e-04
-1.923209789536019232e-02,1.000193991329558107e+00,4.512878811196133926e-04
-1.895788446044000680e-02,9.995207038336346717e-01,4.505892029840176611e-04
-1.892829110216787125e-02,9.990882859977444630e-01,4.508011754781034251e-04
-1.889911357942530498e-02,9.999127151509453748e-01,4.511613430151437945e-04
-1.859567046769838861e-02,9.999448703736126820e-01,4.507546872649405832e-04
-1.856625080108641884e-02,9.997519098053665454e-01,4.512062691343943525e-04
-1.853733917093892611e-02,9.995576575243437789e-01,4.511884521417117567e-04
-1.826312387337358442e-02,9.988966514920295525e-01,4.503986660505719750e-04
-1.823352027055313851e-02,1.000316256766623724e+00,4.510840670577933795e-04
-1.820434367913313645e-02,9.984936839112475981e-01,4.508484881517117650e-04
-1.790089917042236162e-02,9.992157032716283416e-01,4.506071721144435239e-04
-1.787147996947168957e-02,9.983973493084512540e-01,4.509666659831251118e-04
-1.784256927064675410e-02,9.986893019628249046e-01,4.510548175838503338e-04
-1.756835211043629094e-02,9.989638828017011196e-01,4.503720009043265713e-04
-1.753874943893840924e-02,9.999945173411246557e-01,4.509270080898610303e-04
-1.750957331317970142e-02,9.996360005037230323e-01,4.511165411191327872e-04
-1.720612787314633463e-02,9.995971946483245274e-01,4.506060366178489865e-04
-1.717670960351825454e-02,9.996773697903067468e-01,4.511525346649330071e-04
-1.714779937035458557e-02,9.998363926877416041e-01,4.514006503422294181e-04
-1.687358081316026395e-02,9.991971688866807533e-01,4.503875863246119184e-04
-1.684397860732367649e-02,1.000019530442203264e+00,4.509729499048947105e-04
-1.681480341288753289e-02,1.000006596888761257e+00,4.511427846059655640e-04
-1.651135657587033886e-02,9.996971805572566483e-01,4.506469263990915209e-04
-1.648193923756478829e-02,9.996121690622419287e-01,4.512330134987875855e-04
-1.645302947006244826e-02,9.996941854448728737e-01,4.514092622225834373e-04
-1.617880905022293925e-02,9.983749000414885444e-01,4.503155225632663817e-04
-1.614920777570894375e-02,9.993707455478431090e-01,4.507422226726855901e-04
-1.612004422280500018e-02,9.992810829749946278e-01,4.509910526944458991e-04
-1.581658527859431188e-02,9.990332581797346512e-01,4.505014217545515458e-04
-1.578716794028879253e-02,9.998855379434937740e-01,4.512873674714573203e-04
-1.575825956977027972e-02,9.996775431338947859e-01,4.514182501350482877e-04
-1.548404939447911056e-02,9.999287145784001574e-01,4.504556768022284063e-04
-1.545444811996511680e-02,9.994619154882202761e-01,4.509490523790628605e-04
-1.542527432251283165e-02,9.998535455541454064e-01,4.510238976726023159e-04
-1.512182608851174621e-02,9.996100454263586732e-01,4.505695839931896920e-04
-1.509240921586752458e-02,9.991883442951764449e-01,4.509134834845001001e-04
-1.506348966947811119e-02,9.991871724992867909e-01,4.512757575710993905e-04
-1.478927763154181708e-02,9.996420089113903229e-01,4.503485544988417998e-04
-1.475967728835038406e-02,9.989679504263644372e-01,4.507396451917965500e-04
-1.473050349089810064e-02,9.991648008310406448e-01,4.509174213283421214e-04
-1.442705432557445273e-02,9.995685885352761924e-01,4.506210748231172735e-04
-1.439763931557535605e-02,9.995066868696945717e-01,4.509130070945912422e-04
-1.436873141071814096e-02,9.985947856120902522e-01,4.512110823619642813e-04
-1.409450586860449238e-02,9.997970128247831711e-01,4.503316131925973881e-04
-1.406490599107435707e-02,9.995093294765617919e-01,4.508225024742893642e-04
-1.403573312494466561e-02,9.995115393507651991e-01,4.510191888961646465e-04
-1.373228349395972173e-02,9.983252173475436475e-01,4.504156716868957903e-04
-1.367396151042600191e-02,9.995882262557642672e-01,4.513702598212706554e-04
-1.339972292979629657e-02,1.000021735767101960e+00,4.504016246284974303e-04
-1.337013562512089082e-02,9.987899978757516228e-01,4.507267603416504611e-04
-1.334096322465249708e-02,9.989186346787438664e-01,4.509132756192856385e-04
-1.300809765234589403e-02,9.995390914651289815e-01,4.509195424669569172e-04
-1.297919114447253740e-02,9.989752236412894337e-01,4.511175414475478867e-04
-1.267535268631269675e-02,1.000423962906227482e+00,4.510895674893382942e-04
-1.264619285869906205e-02,9.999539097696307222e-01,4.511241110114829508e-04
-1.234272925787549893e-02,1.000075760596224272e+00,4.507893755286642595e-04
-1.231331517919899421e-02,9.995691820370701253e-01,4.509129929115808445e-04
-1.228442124418040009e-02,1.000241410611749426e+00,4.514233351911417741e-04
-1.201019151111514319e-02,9.994561548196803091e-01,4.503016497299673756e-04
-1.198058232035926172e-02,9.987877456029051748e-01,4.508029287651798200e-04
-1.195143413427779584e-02,9.994812876415923864e-01,4.510097474754491491e-04
-1.164795796059947194e-02,9.990402434263990772e-01,4.504628510190797483e-04
-1.161854434758423198e-02,9.995401057460691074e-01,4.509113639270941553e-04
-1.158965134388822982e-02,9.995524263789209440e-01,4.512912778292270041e-04
-1.131541974817784971e-02,9.988480045079476399e-01,4.503096226744929959e-04
-1.128582266461543304e-02,9.991328958539832383e-01,4.508231851854803299e-04
-1.125665212679216251e-02,9.996801071587515519e-01,4.510371980687928649e-04
-1.095319830485564153e-02,9.988582775415646431e-01,4.504286796155988824e-04
-1.092378562316299699e-02,9.997558315684866859e-01,4.509514438883149390e-04
-1.089486980206389420e-02,9.991512815047840501e-01,4.512513228691581737e-04
-1.062064798524052674e-02,9.992393101694897473e-01,4.503684725068521485e-04
-1.059105183300070203e-02,9.992820002761543252e-01,4.507503114329202841e-04
-1.056188176083872748e-02,9.995369507322781066e-01,4.511669659493065679e-04
-1.025842700757961454e-02,1.000156895408839786e+00,4.506615201607277912e-04
-1.022901525720953074e-02,9.999234805002279458e-01,4.509761492145345678e-04
-1.020009990177172567e-02,1.000234544314932306e+00,4.514343764397187129e-04
-9.925876687964529238e-03,9.997580408371689042e-01,4.503587662658204219e-04
-9.896281001385939802e-03,9.991325548156119174e-01,4.507182914214920440e-04
-9.867111860546558949e-03,9.993417744209130982e-01,4.512226196369421632e-04
-9.563655710303585814e-03,9.995225304016829293e-01,4.507731550741050485e-04
-9.534243959933534976e-03,9.989295466111660637e-01,4.506769882202724380e-04
-9.505341643011755437e-03,9.985532856547514324e-01,4.511159600937073152e-04
-9.231104925027204533e-03,9.991847729281955193e-01,4.502520734709269316e-04
-9.201509704109942303e-03,9.990297391864706444e-01,4.506325353992685035e-04
-9.172341494593123923e-03,9.994531433247124674e-01,4.512153808238784903e-04
-8.868883947366292334e-03,9.995834086865150736e-01,4.505965556533187604e-04
-8.839474059641364706e-03,9.992767867828190598e-01,4.507988462443183022e-04
-8.810571742719585167e-03,1.000014055719059991e+00,4.514224072393625007e-04
-8.536344337960813378e-03,9.990881094654088246e-01,4.502569869877376396e-04
-8.506738872495211295e-03,9.984817846578833977e-01,4.504742560082716806e-04
-8.477571128639659406e-03,9.997844701927137701e-01,4.513121272155689082e-04
-8.174113581412859042e-03,9.994202832682153037e-01,4.505505208531661266e-04
-8.144703228026633698e-03,9.992401678015044864e-01,4.508652912621744272e-04
-8.115801842427447857e-03,9.992914287688766661e-01,4.513054687264702247e-04
-7.841573506346082370e-03,9.992416085163711159e-01,4.503243547778195289e-04
-7.811968040880480288e-03,9.987100051003158230e-01,4.505280280516824032e-04
-7.782800762686224380e-03,9.999059310871126760e-01,4.513938995236009164e-04
-7.479341818475534337e-03,1.000127721684056059e+00,4.509290093168339037e-04
-7.449932862073168315e-03,9.996101774253921546e-01,4.509448436254213087e-04
-7.421031942135278454e-03,1.000437491292443193e+00,4.516445251939864053e-04
-7.146801277747460816e-03,9.995045272404041725e-01,4.503086131289549547e-04
-7.117208385136619513e-03,9.993850913764379396e-01,4.506943912894936094e-04
-7.088042038264957302e-03,1.000187274304711327e+00,4.514278587243860459e-04
-6.784583094054267259e-03,9.997013976850217531e-01,4.507589739722223142e-04
-6.755173671990635613e-03,1.001248841498052267e+00,4.513723178599351646e-04
-6.726262041843109919e-03,9.999050103941101719e-01,4.515216272340504813e-04
-6.452029980471464185e-03,1.000121158314222658e+00,4.503783762424982333e-04
-6.422438019183185354e-03,9.991400196855000360e-01,4.506607467993544781e-04
-6.393272137972819992e-03,9.996708005570066335e-01,4.512034566257158187e-04
-6.089810865455676930e-03,9.985142750914717258e-01,4.504669309585592721e-04
-6.060402840375904605e-03,9.991257928133062682e-01,4.507608470585110889e-04
-6.031492141550971742e-03,9.998100595083818654e-01,4.516674180544214814e-04
-5.757258217534139480e-03,9.990887260299539108e-01,4.502134467199644398e-04
-5.727666721907157497e-03,1.000257437282251693e+00,4.508752005655309214e-04
-5.698501772019353741e-03,9.991613672021657511e-01,4.510663727446178532e-04
-5.395040033840945923e-03,9.995371188744160973e-01,4.505647867593952946e-04
-5.365632008761173598e-03,9.983629964797866574e-01,4.506928633647648130e-04
-5.336733417129704664e-03,9.988003176504958169e-01,4.515371606346406906e-04
-5.062498561790310797e-03,9.998709812396855412e-01,4.503826085374845484e-04
-5.032895890292426490e-03,9.993292631924475256e-01,4.506772106630499604e-04
-5.003731406065919582e-03,9.992814597878285632e-01,4.510875643435680515e-04
-4.700268270903652443e-03,9.984334895506565832e-01,4.502648586646356755e-04
-4.641963516837536129e-03,9.994225345190643761e-01,4.516966744105508627e-04
-4.367726333191720468e-03,9.988841989786537701e-01,4.502132143330197372e-04
-4.338125058677694615e-03,9.984085850095485437e-01,4.504842448059027818e-04
-4.308961505773750179e-03,9.986882119225986010e-01,4.509307577841312827e-04
-4.005497439288921435e-03,9.995700442849345668e-01,4.505107908375068581e-04
-3.947193616545397951e-03,9.994316949027047814e-01,4.518084525382645060e-04
-3.672955501576989461e-03,9.988299807686144005e-01,4.508635277910810995e-04
-3.643354227062964041e-03,9.992236570048413924e-01,4.505613970190134069e-04
-3.614191139820316021e-03,9.992361793349218146e-01,4.510460180922870859e-04
-3.310725676351596730e-03,9.996103211715692272e-01,4.505000100242944911e-04
-3.252423716253229416e-03,1.000290182084266011e+00,4.524655277165214539e-04
-2.978183738639665189e-03,9.997124535630844688e-01,4.503273425131696685e-04
-2.948594571319134491e-03,9.998362765469004376e-01,4.507786219739668906e-04
-2.919432415399048943e-03,9.998487331723546756e-01,4.512125990299485721e-04
-2.615966020607767614e-03,9.996036732864104213e-01,4.504405359632887552e-04
-2.283412441363637333e-03,9.994778675886134556e-01,4.501921472597195301e-04
-2.224661583784317935e-03,9.999115852649136382e-01,4.512934601005251880e-04
-1.921195188993036389e-03,9.998697860942189486e-01,4.505500797116644349e-04
-1.862883450007625855e-03,9.996284115424373118e-01,4.529763588290920445e-04
-1.588652319958542376e-03,1.000458590614626164e+00,4.504908359073385785e-04
-1.559052442428375627e-03,9.987829506086061127e-01,4.506298804013654426e-04
-1.529891683492148966e-03,9.987281593903390986e-01,4.510738810806503023e-04
-1.226423891717008533e-03,1.000048480123153949e+00,4.505886591479826993e-04
-1.168125191247655409e-03,9.997410623852275302e-01,4.542115553078409349e-04
-8.938810226825146281e-04,1.000032388163790475e+00,4.504963976249706467e-04
-8.642820764749412511e-04,9.992241607782536006e-01,4.506981037473028768e-04
-8.351213175387143736e-04,9.991618804565076672e-01,4.511637539075469901e-04
-5.316525944409807849e-04,9.992230184499811818e-01,4.504407547899328432e-04
-4.733552909554864397e-04,9.999061963137576559e-01,4.568600142217312822e-04
-1.991087940839246517e-04,9.996182071430171900e-01,4.504744952476214198e-04
-1.695103135376167358e-04,9.994836592983394885e-01,4.507332301346198933e-04
-1.403514172465454048e-04,9.990036351715447793e-01,4.512793092257966752e-04
1.631187028350300494e-04,9.996825891519375284e-01,4.504944863495179640e-04
2.214146093366675672e-04,1.000123379462266815e+00,4.589843596623561128e-04
4.956625031921069180e-04,9.991668428575319894e-01,4.504582738384605768e-04
5.252595867545339914e-04,9.991941952334527643e-01,4.508099431691984897e-04
5.544189487068917899e-04,9.995978490397714467e-01,4.514566264019090032e-04
8.578900001110502079e-04,9.987588123861455003e-01,4.503470829791595439e-04
1.190445907661596969e-03,9.998964145229936040e-01,4.504254660900692750e-04
1.220019242498371348e-03,9.999087848430213699e-01,4.510066759967876248e-04
1.249178138789441839e-03,9.993718150165344927e-01,4.514343980809544456e-04
1.552661297387070150e-03,9.989588550764946229e-01,4.502752779571416049e-04
1.610954409920983604e-03,1.000469956044403697e+00,4.590307828543728269e-04
1.885206029066721634e-03,9.993484199579980576e-01,4.503224422422566660e-04
1.914801715645286784e-03,9.998864027513928443e-01,4.509758827939214037e-04
1.943948039081599966e-03,1.001076253053207799e+00,4.518182117334055919e-04
2.247432594663090200e-03,9.999937853129516885e-01,4.505043161138278310e-04
2.305724310213141514e-03,1.000347115616289972e+00,4.605492005554986251e-04
2.579977326342741684e-03,9.995992719202193566e-01,4.502527992842024073e-04
2.609573012921306834e-03,9.988476608212909502e-01,4.507219764976635556e-04
2.638718405035045400e-03,9.984466395759333812e-01,4.514466890020628559e-04
2.942203891939110250e-03,9.998608574306443453e-01,4.505222779989948847e-04
3.000482568973117381e-03,1.000322554044748014e+00,4.588919188603123359e-04
3.274749089280049041e-03,9.992901887096080626e-01,4.501053387660629052e-04
3.304343844536039576e-03,9.988694569164441317e-01,4.507224463550667574e-04
3.333500412520673528e-03,9.983245793002035740e-01,4.513525301042855251e-04
3.636974723553843426e-03,9.995702883853314624e-01,4.505543992547653533e-04
3.695264110797458201e-03,9.994022859171638462e-01,4.538807616405749206e-04
3.969520386556069091e-03,9.993923349747876328e-01,4.502386367447851483e-04
3.999114676150772318e-03,9.996835283771147163e-01,4.508330442834045104e-04
4.028270778474118963e-03,9.989107969442533319e-01,4.516213621799778266e-04
4.331746020829863042e-03,9.992528872631328829e-01,4.504899695621455654e-04
4.390034011089616328e-03,9.987592697327908331e-01,4.529285607398320199e-04
4.664292149493377317e-03,1.000203436791264444e+00,4.503963435972370769e-04
4.693885973426792368e-03,1.000117159649683840e+00,4.510016636307335102e-04
4.723040678766277090e-03,9.993485851551099364e-01,4.518720600340199369e-04
5.026517318105883092e-03,9.995363758941439025e-01,4.505823381379592458e-04
5.084803911381774455e-03,9.993091982056360179e-01,4.527637135530919541e-04
5.359051805237213806e-03,9.988834699419071317e-01,4.501344518067195702e-04
5.388656339380236936e-03,9.994499114835015963e-01,4.508717170177456196e-04
5.417798937526252523e-03,9.994917580096676080e-01,4.518651449483506019e-04
5.721276973849720449e-03,1.000177173869015945e+00,4.507982172541561013e-04
5.779573811673933449e-03,9.995205752902479590e-01,4.527718585882547250e-04
6.053823568174521164e-03,9.993252843756236237e-01,4.502112544317447189e-04
6.083415529462787852e-03,9.986487191769313210e-01,4.507438120247130725e-04
6.112569769140985265e-03,9.995903937909774717e-01,4.519015587390502482e-04
6.416048736787027806e-03,9.990257566639683118e-01,4.506395802765870550e-04
6.445444654673337936e-03,1.000485994741807216e+00,4.517214811557032053e-04
6.474343711966090709e-03,9.992994144774206555e-01,4.527872168086442394e-04
6.748594865450541214e-03,9.997979329706804252e-01,4.502915588572148613e-04
6.778186361077520594e-03,9.991692004487405798e-01,4.508515672070244557e-04
6.807340135094430700e-03,9.984989322934035849e-01,4.518709568926457362e-04
7.110820034063047856e-03,9.996640172166659788e-01,4.507622322899770806e-04
7.140215020626784238e-03,9.999911736681443841e-01,4.516403453496250966e-04
7.169102436387353450e-03,9.995513717689944455e-01,4.526312052733030724e-04
7.443366628387848571e-03,9.990982913020151068e-01,4.500855980166507098e-04
7.472958124014827085e-03,9.993077385847606298e-01,4.508640843596356355e-04
7.805591331339067906e-03,9.992307354528727759e-01,4.506488420088275155e-04
7.834985852241516113e-03,9.993272358332114802e-01,4.515426643936999219e-04
7.863871871018224269e-03,9.995942840545535280e-01,4.525310098123169690e-04
8.138137925663868621e-03,9.984715602326429407e-01,4.500295669605417306e-04
8.167728489968273387e-03,9.989637110222161498e-01,4.508361223434410197e-04
8.196880401340034261e-03,9.997267370455006352e-01,4.523378976432749533e-04
8.500362162953800649e-03,9.990659652430270432e-01,4.505838560110882445e-04
8.529756218194961548e-03,9.993755063899000257e-01,4.515756687803425327e-04
8.558642236971669703e-03,9.991142023806268702e-01,4.522959020095575601e-04
8.832898047068993286e-03,9.993874144289763839e-01,4.502423907520521377e-04
8.862499321583006129e-03,9.988062336622093307e-01,4.508341143301217049e-04
8.891650767293479696e-03,1.000633707866833921e+00,4.526037889475810830e-04
9.195133460229820699e-03,9.999604532367554199e-01,4.506710585217831044e-04
9.224527049809696025e-03,9.998126113768361911e-01,4.516210302593186830e-04
9.253412137263827830e-03,9.990243075387559291e-01,4.522132900891768842e-04
9.527670275667587951e-03,9.995924110177306643e-01,4.502825241642708894e-04
9.557269687536451563e-03,9.999901661449384083e-01,4.511507735506624784e-04
9.586409026053455129e-03,9.995955385395176584e-01,4.526619010362425066e-04
9.889893115973658055e-03,1.000031835042643813e+00,4.506737939401801599e-04
9.919296950101852417e-03,9.994875384455174094e-01,4.516364746748828931e-04
9.948182037555985957e-03,9.993922231991250182e-01,4.524315830830058613e-04
1.022244110728232069e-02,9.992912844383655679e-01,4.502130698305908344e-04
1.025202934328028892e-02,9.991259542095087820e-01,4.510570503728849961e-04
1.028117892634561326e-02,9.989964090649162687e-01,4.527457176413521083e-04
1.058466441324967811e-02,1.000077999811400886e+00,4.507627426545912576e-04
1.061406824737787247e-02,9.986363459987945834e-01,4.515503345117308134e-04
1.064295193784814408e-02,1.000339583525558851e+00,4.525895356563452206e-04
1.091721333588091536e-02,9.986152085007445889e-01,4.500882039261213416e-04
1.094680064055630897e-02,1.000647865915334167e+00,4.514614337562601371e-04
1.097595022362163331e-02,9.993422618277145730e-01,4.526102805135036929e-04
1.127943571052569816e-02,9.996413767223177871e-01,4.507034174589798171e-04
1.130882697179913521e-02,9.996437592069374878e-01,4.517773328362410389e-04
1.133772183814030221e-02,9.991580158525201760e-01,4.522263868935745405e-04
1.161198416749564810e-02,1.000133870595901753e+00,4.503962178942251125e-04
1.164157147217104171e-02,9.999143443939978448e-01,4.514468533417581369e-04
1.167072012391379143e-02,9.990050347266477004e-01,4.525835253191984060e-04
1.197420700780171821e-02,1.000441213749620140e+00,4.508745775342338493e-04
1.200359733775258064e-02,9.992941808805826387e-01,4.517778294575692469e-04
1.230674475456206007e-02,9.986215804084274117e-01,4.501485266644939041e-04
1.233634276944706176e-02,9.992190609060185302e-01,4.513130658456552700e-04
1.236549048986723687e-02,9.995258274985332481e-01,4.530684339585317540e-04
1.266897830507773826e-02,9.991935083686132035e-01,4.506200109001618956e-04
1.269836816936731339e-02,9.997019680167548161e-01,4.529395284265161077e-04
1.300151605183808012e-02,9.996535863599932403e-01,4.504692044764658696e-04
1.303111313540050546e-02,9.997054231505924093e-01,4.515240865769858916e-04
1.306026039015939499e-02,9.995554391380598869e-01,4.529750807723512021e-04
1.336374913669247100e-02,1.000160188629878766e+00,4.508013254746887273e-04
1.339313853532075882e-02,1.000213431928302477e+00,4.548444176875722847e-04
1.369628781477538748e-02,9.993688487311157553e-01,4.504126433352031132e-04
1.372588443267652551e-02,1.001062617095347163e+00,4.519406766144861321e-04
1.375501958024194504e-02,9.985207709029408907e-01,4.524744708416581613e-04
1.405850879243630835e-02,9.989412523755557549e-01,4.506248480811182993e-04
1.408790890127420425e-02,9.998813197882479020e-01,4.532369637473940998e-04
1.439105911205140753e-02,9.986897378035479722e-01,4.502870680860360025e-04
1.442064362275907556e-02,1.001029040861788566e+00,4.518848938202718103e-04
1.475328008971232840e-02,9.990841585691361271e-01,4.507216082929465682e-04
1.478267973288893700e-02,9.989896559974856816e-01,4.523058745828577006e-04
1.508583087498871489e-02,1.000274899689864938e+00,4.506450916557702192e-04
1.511541445437381004e-02,1.000914651839777791e+00,4.518533978419905783e-04
1.514455984648754860e-02,1.000463938396934482e+00,4.526325797388168612e-04
1.544806302852052941e-02,9.997260015940530042e-01,4.509204055102194780e-04
1.547743892297148705e-02,9.990205732176438147e-01,4.523203719700993951e-04
1.578060263792602225e-02,1.000895141420511614e+00,4.508227985573107460e-04
1.581018528598854278e-02,9.984620445803493727e-01,4.514047961136468247e-04
1.583932974677970673e-02,1.000075123104511965e+00,4.526953439387325037e-04
1.614283432579655120e-02,1.000070945211791296e+00,4.510091345602115971e-04
1.617220928892493248e-02,1.000104917555399320e+00,4.523778830866375159e-04
1.647537393520204230e-02,1.000194025318629665e+00,4.506774083040727030e-04
1.650496775913545822e-02,9.998514558587217049e-01,4.518975054013972059e-04
1.653410057839443947e-02,9.993720418763533120e-01,4.520228457977651620e-04
1.683760562307257125e-02,9.990089092580746177e-01,4.509141490655278381e-04
1.686698012053966522e-02,9.998044319485391851e-01,4.524058028949871110e-04
1.717014569813934965e-02,9.993509012879502329e-01,4.504508126187966059e-04
1.719973905641147827e-02,9.992351387226940940e-01,4.521360463555293961e-04
1.722887001302531029e-02,1.000341180009831188e+00,4.523208817246958933e-04
1.753237645468730399e-02,9.995015997927273466e-01,4.510154652218855689e-04
1.756176212802529335e-02,9.996572876469683733e-01,4.524620047738280265e-04
1.786491699541536970e-02,9.994596004016840229e-01,4.503926147572957762e-04
1.789450988802621101e-02,9.991768233835309765e-01,4.523412718837717199e-04
1.792365248617222573e-02,9.997720162418229917e-01,4.522227328552491502e-04
1.822713657609242865e-02,1.000115050706063657e+00,4.511897729709436603e-04
1.825653249397873878e-02,9.985105959435405243e-01,4.525117745255912913e-04
1.855968875835267706e-02,9.992582326551918692e-01,4.502666996694324191e-04
1.858926907810876106e-02,1.000144951774408542e+00,4.525172541823573903e-04
1.892190740770716140e-02,9.996657691395084422e-01,4.512924469444500931e-04
1.895130332559347153e-02,9.997277010786576046e-01,4.538653443250250004e-04
1.925446005562869711e-02,9.991989482116806487e-01,4.502828717997802441e-04
1.928403990972349380e-02,9.993726087163281591e-01,4.521045325052498493e-04
1.961667963630575259e-02,1.000410855237457985e+00,4.517600509797463555e-04
1.964606205001473427e-02,9.998277607193292171e-01,4.542823743778329594e-04
1.967494900011401704e-02,1.000352729477217872e+00,4.518947616322342166e-04
1.994922017703382178e-02,9.992174268367893797e-01,4.503528927556135221e-04
1.997881074133822654e-02,9.996058014892039711e-01,4.519818033649014122e-04
2.031145000225920150e-02,9.994168376504523055e-01,4.515392800190550231e-04
2.034083288162946701e-02,1.000840574542170458e+00,4.530787201163836118e-04
2.036970772453527978e-02,9.991502160493397344e-01,4.516146289467271946e-04
2.064399147430984183e-02,9.998207052883338886e-01,4.505100577721767399e-04
2.067358203861424659e-02,1.000056927684646491e+00,4.521137142758086111e-04
2.100622176519650885e-02,9.996781200366180453e-01,4.515896650608672877e-04
2.103560371324420322e-02,1.000051063280758212e+00,4.526477344687500110e-04
2.106447715916614713e-02,1.000060437801518320e+00,4.517234838500563867e-04
2.133876323724714918e-02,9.994054643544253436e-01,4.504608735213337916e-04
2.136835240456769203e-02,1.000374792126163648e+00,4.524803255179698429e-04
2.170099213114995429e-02,9.996576498076452655e-01,4.515318934214194980e-04
2.173037407919764519e-02,9.988351765094596324e-01,4.525703706626613295e-04
2.175924705945830873e-02,9.996239653624607868e-01,4.516336433647886398e-04
2.203353453452316923e-02,9.983880010518696446e-01,4.502199756235845452e-04
2.206312323618242477e-02,1.000059381584200047e+00,4.526693553914090088e-04
2.242514444515109062e-02,9.999646336929562951e-01,4.525041615769278386e-04
2.245401695975046685e-02,1.000431507754201865e+00,4.519804764397902276e-04
2.272830676312176390e-02,9.992046909393238474e-01,4.505077241285556765e-04
2.275788289192626213e-02,9.998965607166906411e-01,4.525019880511482869e-04
2.278702083345940377e-02,9.996870969694250375e-01,4.518705627806668987e-04
2.309052308416981170e-02,9.991693841886177818e-01,4.514886434676835397e-04
2.314878686004262498e-02,9.998328827812682507e-01,4.516004506663759345e-04
2.342306595320431395e-02,1.000629007802886994e+00,4.507985011384234319e-04
2.345265372354099487e-02,1.000240692725102409e+00,4.527485662501038225e-04
2.348179119941284920e-02,1.001059503056731748e+00,4.521003447321582228e-04
2.378529484710711905e-02,1.000639137253530153e+00,4.520798566643494088e-04
2.381468564271926880e-02,9.999653876328293833e-01,4.521084145221831280e-04
2.384355676033478311e-02,9.993271318700014394e-01,4.514368059634442506e-04
2.411783818180290861e-02,9.996097692282709390e-01,4.506671547198042699e-04
2.414742502081701492e-02,1.000388395195846103e+00,4.525505987669708693e-04
2.417656109970500733e-02,1.000780558297356126e+00,4.519261155923295003e-04
2.448006567872185180e-02,1.000173321972834373e+00,4.524298516691198997e-04
2.450944483280181885e-02,1.000082355026654213e+00,4.520469949344927047e-04
2.453831501909475854e-02,1.000474167317292995e+00,4.515997484587050176e-04
2.481260901341764483e-02,1.000466802420825418e+00,4.508829002602237333e-04
2.484219492110917651e-02,9.990197691519183687e-01,4.522779443066691075e-04
2.487133146565845276e-02,1.000536491080866064e+00,4.517855053023107480e-04
2.517483697599787185e-02,1.000836970057948916e+00,4.547790629271656389e-04
2.520421473309397697e-02,9.993318953121292925e-01,4.518469918523305702e-04
2.523308491938691667e-02,9.995122652524812690e-01,4.513622988274546628e-04
2.550738170767752333e-02,1.000504965274780167e+00,4.509013538072274103e-04
2.553696668404648040e-02,1.000107129578898579e+00,4.524161372943023645e-04
2.556610183161189473e-02,1.000486668412957414e+00,4.517543334307861399e-04
2.586960780761260459e-02,9.994678852308781503e-01,4.539214362945547172e-04
2.589898603036999702e-02,9.999074025396263998e-01,4.518600407743399053e-04
2.592785481967907479e-02,9.996914082788285194e-01,4.512907294792213022e-04
2.620215207363096876e-02,1.000119389415792259e+00,4.508302085080090273e-04
2.623173704999992584e-02,9.999431762388739653e-01,4.522182652140729247e-04
2.626087219756534363e-02,9.999945200908354481e-01,4.516172267684669291e-04
2.656436792901772925e-02,9.996064039066522300e-01,4.527459411786435416e-04
2.659375593066215515e-02,1.000265038127967410e+00,4.518964083341160025e-04
2.662262471997123292e-02,1.000952971822874904e+00,4.515411424483233385e-04
2.689691266069738074e-02,9.995113176388005227e-01,4.507563659053039594e-04
2.692649670574376319e-02,9.990410590887334186e-01,4.522246149582863730e-04
2.695563045632531907e-02,1.000139537798452771e+00,4.517193537790982504e-04
2.725913969195503314e-02,9.990961748626758787e-01,4.520936804174109820e-04
2.728852676227688789e-02,9.998427985100311055e-01,4.517339608960636789e-04
2.731739462026338758e-02,9.991639165656613919e-01,4.511724641868265729e-04
2.759168442363468809e-02,9.998659938464720121e-01,4.510754882989795387e-04
2.762126707169720863e-02,9.996997687018308598e-01,4.520343213313412849e-04
2.765040082227876450e-02,9.995438858669344340e-01,4.516697087836404781e-04
2.795391052356976935e-02,1.000572023801699739e+00,4.523242843504014484e-04
2.798329712823033680e-02,1.000455341645244189e+00,4.518494481689628141e-04
2.801216452055554917e-02,1.000378818703084871e+00,4.514393148588211838e-04
